text,label
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,0
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,1
Random sentence.,1
Random sentence.,0
Random sentence.,0
